wer,ld,m,insertions,deletions,substitutions,inserted_words,deleted_words,substituted_words
4.0,4,1,0,0,1,[],[],"[('what', 'whats')]"
0.0,0,5,0,0,0,[],[],[]
3.0833333333333335,37,12,0,7,4,[],"['oh', 'they', 'wont', 'be', 'as', 'hard', 'right']","[('when', 'good'), ('you', 'morning'), ('nail', 'and'), ('them', 'alms')]"
0.6111111111111112,11,18,0,1,2,[],['no'],"[('necessary', 'necessarily'), ('cuz', 'because')]"
3.8,19,5,0,1,4,[],['stand'],"[('them', 'that'), ('all', 'can'), ('down', 'reflect'), ('flat', 'this')]"
0.0,0,2,0,0,0,[],[],[]
5.25,21,4,3,0,3,"['when', 'ones', 'there']",[],"[('whats', 'itll'), ('our', 'never'), ('only', 'know')]"
0.0,0,1,0,0,0,[],[],[]
2.7,27,10,1,4,3,['shoe'],"['i', 'mean', 'if', 'we']","[('just', 'lets'), ('two', 'for'), ('positions', 'zipkins')]"
0.8,4,5,0,0,1,[],[],"[('done', 'them')]"
3.2857142857142856,46,14,1,1,10,['best'],['is'],"[('biscuit', 'good'), ('up', 'in'), ('cuz', 'health'), ('then', 'is'), ('it', 'that'), ('might', 'i'), ('hold', 'would'), ('it', 'all'), ('in', 'get'), ('position', 'therapy')]"
4.0,4,1,0,0,1,[],[],"[('no', 'now')]"
4.0,4,1,0,0,1,[],[],"[('no', 'you')]"
0.8571428571428571,6,7,2,0,0,"['you', 'know']",[],[]
0.21428571428571427,3,14,1,0,0,['trim'],[],[]
2.0,10,5,2,0,1,"['i', 'for']",[],"[('can', 'mean')]"
1.0,19,19,0,1,4,[],['what'],"[('orientation', 'which'), ('is', 'orientations'), ('the', 'are'), ('best', 'that')]"
1.1666666666666667,7,6,1,0,1,['this'],[],"[('thisll', 'will')]"
1.0,12,12,0,0,3,[],[],"[('will', 'with'), ('seem', 'seams'), ('the', 'be')]"
1.3333333333333333,4,3,0,0,1,[],[],"[('anyway', 'anywhere')]"
5.666666666666667,34,6,5,1,4,"['wanna', 'fetch', 'backe', 'forced', 'out']",['theyre'],"[('a', 'i'), ('different', 'wanna'), ('thing', 'fetch'), ('should', 'ascendant')]"
0.0,0,7,0,0,0,[],[],[]
3.4,17,5,1,2,2,['out'],"['cord', 'right']","[('uh', 'of'), ('there', 'corridor')]"
0.0,0,1,0,0,0,[],[],[]
3.6666666666666665,11,3,0,1,2,[],['how'],"[('you', 'right'), ('doing', 'on')]"
3.4285714285714284,24,7,0,4,3,[],"['do', 'you', 'have', 'to']","[('do', 'nippah'), ('that', 'nippah'), ('inside', 'hey')]"
1.0,4,4,0,0,1,[],[],"[('its', 'whats')]"
2.9523809523809526,62,21,9,1,8,"['i', 'think', 'ill', 'talk', 'to', 'you', 'right', 'by', 'side']",['if'],"[('the', 'about'), ('bottom', 'them'), ('check', 'i'), ('and', 'can'), ('sidebyside', 'with'), ('widthwise', 'pliers'), ('dont', 'all'), ('side', 'stuff')]"
1.3333333333333333,4,3,0,0,1,[],[],"[('check', 'cheers')]"
4.0,12,3,0,0,3,[],[],"[('turn', 'are'), ('that', 'you'), ('off', 'exceptional')]"
2.0,4,2,0,0,1,[],[],"[('hey', 'nothing')]"
0.5833333333333334,7,12,0,1,1,[],['you'],"[('dont', 'youll')]"
4.0,4,1,0,0,1,[],[],"[('alright', 'bye')]"
2.8,14,5,1,1,2,['i'],['what'],"[('you', 'dont'), ('youre', 'how')]"
3.125,25,8,0,7,1,[],"['i', 'know', 'you', 'just', 'dont', 'appreciate', 'it']","[('sometimes', 'en')]"
1.1333333333333333,17,15,1,2,2,['thicker'],"['one', 'well']","[('i', 'bye'), ('guess', 'guys')]"
3.0,6,2,2,0,0,"['it', 'works']",[],[]
0.0,0,4,0,0,0,[],[],[]
0.0,0,9,0,0,0,[],[],[]
0.21052631578947367,4,19,0,0,1,[],[],"[('we', 'you')]"
4.0,16,4,0,0,4,[],[],"[('right', 'and'), ('then', 'make'), ('i', 'it'), ('guess', 'else')]"
1.4,14,10,2,0,2,"['i', 'going']",[],"[('gonna', 'to'), ('your', 'our')]"
7.0,7,1,1,0,1,['thank'],[],"[('hmm', 'you')]"
4.75,19,4,1,0,4,['open'],[],"[('fine', 'the'), ('im', 'relentlessly'), ('so', 'flattened'), ('fine', 'head')]"
22.0,22,1,6,0,1,"['but', 'i', 'tell', 'japan', 'im', 'an']",[],"[('no', 'sandwich')]"
7.0,14,2,2,0,2,"['thank', 'you']",[],"[('two', 'so'), ('more', 'much')]"
0.0,0,2,0,0,0,[],[],[]
5.5,11,2,1,0,2,['thanks'],[],"[('six', 'for'), ('more', 'watching')]"
4.0,8,2,0,0,2,[],[],"[('two', 'son'), ('more', 'when')]"
4.0,4,1,0,0,1,[],[],"[('pass', 'pause')]"
5.8,29,5,3,0,5,"['the', 'primarily', 'pseudo']",[],"[('pass', 'viewers'), ('ha', 'also'), ('ha', 'holds'), ('ha', 'really'), ('ha', 'sorry')]"
1.0,7,7,1,0,1,['jab'],[],"[('challenge', 'it')]"
0.42857142857142855,6,14,0,2,0,[],"['if', 'challenge']",[]
0.0,0,2,0,0,0,[],[],[]
8.090909090909092,89,11,22,1,5,"['man', 'im', 'not', 'sure', 'if', 'i', 'can', 'get', 'it', 'im', 'not', 'sure', 'if', 'i', 'can', 'get', 'it', 'im', 'not', 'sure', 'if', 'i']",['lost'],"[('nice', 'can'), ('pass', 'get'), ('so', 'it'), ('my', 'dont'), ('turn', 'mind')]"
2.0,4,2,0,0,1,[],[],"[('okay', 'yeah')]"
3.5714285714285716,25,7,3,0,4,"['thats', 'it', 'horn']",[],"[('i', 'for'), ('have', 'me'), ('whole', 'that'), ('deck', 'could')]"
1.1851851851851851,32,27,4,0,5,"['i', 'dont', 'know', 'how']",[],"[('deck', 'day'), ('to', 'it'), ('ha', 'to'), ('ha', 'do'), ('ha', 'it')]"
10.0,10,1,2,0,1,"['people', 'dont']",[],"[('ha', 'challenge')]"
26.5,53,2,15,0,2,"['aca', 'thats', 'manual', 'i', 'just', 'went', 'with', 'whatever', 'i', 'know', 'i', 'asked', 'a', 'guy', 'to']",[],"[('but', 'take'), ('card', 'this')]"
13.0,13,1,3,0,1,"['thank', 'you', 'very']",[],"[('pakistan', 'much')]"
2.0,4,2,0,0,1,[],[],"[('two', 'to')]"
4.0,8,2,0,0,2,[],[],"[('two', 'for'), ('more', 'what')]"
7.0,28,4,4,0,4,"['i', 'will', 'see', 'you']",[],"[('two', 'in'), ('nine', 'the'), ('two', 'next'), ('nine', 'video')]"
22.0,22,1,6,0,1,"['can', 'i', 'get', 'it', 'so', 'the']",[],"[('chad', 'even')]"
0.0,0,2,0,0,0,[],[],[]
16.0,32,2,8,0,2,"['dont', 'move', 'dont', 'move', 'dont', 'move', 'dont', 'move']",[],"[('mm', 'thats'), ('hmm', 'it')]"
21.0,21,1,7,0,0,"['share', 'whats', 'at', 'the', 'of', 'the', 'next']",[],[]
3.5,7,2,0,1,1,[],['three'],"[('five', 'threefive')]"
7.0,7,1,1,0,1,['the'],[],"[('five', 'event')]"
1.5,3,2,0,1,0,[],['more'],[]
0.0,0,2,0,0,0,[],[],[]
3.5,7,2,0,1,1,[],['two'],"[('more', 'boom')]"
4.0,8,2,0,0,2,[],[],"[('two', 'come'), ('one', 'on')]"
4.0,4,1,0,0,1,[],[],"[('pass', 'bye')]"
3.5,7,2,0,1,1,[],['two'],"[('more', 'mm')]"
19.0,19,1,5,0,1,"['i', 'never', 'never', 'be', 'back']",[],"[('pass', 'yet')]"
16.0,16,1,4,0,1,"['lets', 'takeout', 'a', 'quick']",[],"[('pass', 'note')]"
3.0,3,1,1,0,0,['the'],[],[]
4.0,4,1,0,0,1,[],[],"[('pass', 'chanqarksap')]"
